"Recipient Type","Recipient Name","Nit o Identificacion","Workplace","Specialty","Categoria de la Transferencia","Date of Provision","Place","Purpose","Details","Amount (COP)"
"HCP","Dr. Gabriela Restrepo","CC-1896900785","Clínica Foscal (Bucaramanga)","Cardiología","HONORARIOS","2026-03-28","Bucaramanga","Asesoría científica en junta médica","Factura CO-20260328-139",395317
"HCP","Dr. Nicolas Moreno","CC-1441441985","Hospital Pablo Tobón Uribe (Medellín)","Radiología","REUNIONES","2026-03-05","Medellín","Participación en mesa redonda de oncología","Factura CO-20260305-140",841516
"HCP","Dr. Jorge Martinez","CC-1073809752","Hospital General de Medellín","Radiología","REUNIONES","2026-05-14","Medellín","Inscripción a simposio nacional de cardiología","Factura CO-20260514-141",481457
"HCP","Dr. Sebastian Perez","CC-1746022744","Hospital Universitario San Ignacio (Bogotá)","Neurología","HONORARIOS","2026-03-14","Bogotá","Asesoría científica en junta médica","Factura CO-20260314-142",3090038
"HCP","Dr. Sebastian Romero","CC-1589707076","Hospital Pablo Tobón Uribe (Medellín)","Pediatría","VIAJES","2026-02-23","Medellín","Gastos de traslado aéreo a congreso médico","Factura CO-20260223-143",1261308
"HCP","Dr. Jorge Torres","CC-1885083850","Hospital Universitario San Ignacio (Bogotá)","Radiología","HONORARIOS","2026-02-23","Bogotá","Servicios de consultoría médica especializada","Factura CO-20260223-144",893339
"HCP","Dr. Santiago Gonzalez","CC-1252687830","Clínica Portoazul (Barranquilla)","Neurología","HONORARIOS","2026-02-21","Barranquilla","Asesoría científica en junta médica","Factura CO-20260221-145",3863223
"HCP","Dr. Luis Castro","CC-1219569185","Clínica Foscal (Bucaramanga)","Dermatología","HONORARIOS","2026-04-28","Bucaramanga","Docencia en conferencia regional de salud","Factura CO-20260428-146",4524416
"HCP","Dr. Daniel Bermudez","CC-1870106925","Fundación Santa Fe de Bogotá","Anestesiología","REUNIONES","2026-04-12","Bogotá","Participación en mesa redonda de oncología","Factura CO-20260412-147",564606
"HCP","Dr. Camila Martinez","CC-1159392228","Clínica Foscal (Bucaramanga)","Cardiología","HONORARIOS","2026-04-01","Bucaramanga","Asesoría científica en junta médica","Factura CO-20260401-148",699562
"HCP","Dr. Santiago Rojas","CE-693680","Clínica Portoazul (Barranquilla)","Neurología","HONORARIOS","2026-02-27","Barranquilla","Contrato de advisory board farmacéutico","Factura CO-20260227-149",3702087
"HCP","Dr. Mateo Gutierrez","CC-1693276151","Clínica Imbanaco (Cali)","Dermatología","REUNIONES","2026-02-15","Cali","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260215-150",818509
"HCP","Dr. Juan Lopez","CC-1560612405","Clínica Valle del Lili (Cali)","Cirugía General","VIAJES","2026-04-03","Cali","Gastos de traslado aéreo a congreso médico","Factura CO-20260403-151",2367207
"HCP","Dr. Ricardo Vargas","CE-486887","Hospital Pablo Tobón Uribe (Medellín)","Neurología","HONORARIOS","2026-04-04","Medellín","Contrato de advisory board farmacéutico","Factura CO-20260404-152",3330776
"HCP","Dr. Mauricio Castro","CC-1113556939","Hospital General de Medellín","Cirugía General","VIAJES","2026-04-08","Medellín","Gastos de viáticos internacionales","Factura CO-20260408-153",3473384
"HCP","Dr. Alvaro Bermudez","CC-1270008883","Hospital Departamental de Villavicencio","Oncología","HONORARIOS","2026-05-22","Villavicencio","Servicios de consultoría médica especializada","Factura CO-20260522-154",2768029
"HCP","Dr. Carolina Sanchez","CC-1317315975","Fundación Santa Fe de Bogotá","Medicina Interna","HONORARIOS","2026-05-19","Bogotá","Servicios de consultoría médica especializada","Factura CO-20260519-155",233495
"HCP","Dr. Salome Sanchez","CC-1907147759","Fundación Cardioinfantil (Bogotá)","Pediatría","DONACIONES","2026-04-30","Bogotá","Beca de estudio científico institucional","Factura CO-20260430-156",25093588
"HCP","Dr. Salome Romero","CC-1198824597","Hospital Universitario San Ignacio (Bogotá)","Cirugía General","HONORARIOS","2026-04-17","Bogotá","Docencia en conferencia regional de salud","Factura CO-20260417-157",745440
"HCP","Dr. Claudia Gomez","CC-1366116475","Hospital General de Medellín","Cirugía General","HONORARIOS","2026-05-02","Medellín","Servicios de consultoría médica especializada","Factura CO-20260502-158",337627
"HCP","Dr. Sofia Diaz","CC-1424163786","Clínica Imbanaco (Cali)","Ginecología","HONORARIOS","2026-01-29","Cali","Asesoría científica en junta médica","Factura CO-20260129-159",4121106
"INSTITUTION","Clínica Imbanaco (Cali)","NIT-173268803-3","","","VIAJES","2026-02-27","Bucaramanga","Alojamiento en hotel para convención científica","Factura CO-20260227-160",1190208
"HCP","Dr. Claudia Ruiz","CC-1740948895","Hospital Departamental de Villavicencio","Oncología","DONACIONES","2026-05-05","Villavicencio","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260505-161",13999123
"HCP","Dr. Carlos Hernandez","CC-1717846110","Clínica Imbanaco (Cali)","Pediatría","VIAJES","2026-04-06","Cali","Gastos de traslado aéreo a congreso médico","Factura CO-20260406-162",928871
"HCP","Dr. Diana Velasquez","CC-1291025231","Clínica Imbanaco (Cali)","Oncología","REUNIONES","2026-02-13","Cali","Participación en mesa redonda de oncología","Factura CO-20260213-163",702249
"HCP","Dr. Juan Lopez","CC-1763154899","Clínica Foscal (Bucaramanga)","Anestesiología","HONORARIOS","2026-05-13","Bucaramanga","Asesoría científica en junta médica","Factura CO-20260513-164",407898
"HCP","Dr. Diana Salazar","CC-1190512688","Hospital Pablo Tobón Uribe (Medellín)","Ginecología","VIAJES","2026-04-12","Medellín","Alojamiento en hotel para convención científica","Factura CO-20260412-165",3826237
"HCP","Dr. Sebastian Ortiz","CE-481824","Hospital Universitario San Ignacio (Bogotá)","Medicina Interna","REUNIONES","2026-02-22","Bogotá","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260222-166",627333
"HCP","Dr. Ricardo Castro","CC-1269432721","Fundación Cardioinfantil (Bogotá)","Anestesiología","VIAJES","2026-02-01","Bogotá","Gastos de viáticos internacionales","Factura CO-20260201-167",2701492
"HCP","Dr. Natalia Gutierrez","CC-1688872893","Hospital Universitario San Ignacio (Bogotá)","Dermatología","DONACIONES","2026-03-14","Bogotá","Donación de equipo ecográfico portátil","Factura CO-20260314-168",20541357
"HCP","Dr. Gabriela Vargas","CC-1104681239","Clínica Imbanaco (Cali)","Cirugía General","HONORARIOS","2026-03-02","Cali","Servicios de consultoría médica especializada","Factura CO-20260302-169",426631
"HCP","Dr. Felipe Montoya","CC-1020783360","Clínica Valle del Lili (Cali)","Cardiología","VIAJES","2026-04-24","Cali","Alojamiento en hotel para convención científica","Factura CO-20260424-170",4032301
"HCP","Dr. Felipe Sanchez","CE-311926","Fundación Cardioinfantil (Bogotá)","Neurología","DONACIONES","2026-03-04","Bogotá","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260304-171",3579066
"HCP","Dr. Daniel Ortiz","CC-1875916793","Clínica Imbanaco (Cali)","Cardiología","DONACIONES","2026-05-08","Cali","Aporte liberal para centro de investigación pública","Factura CO-20260508-172",6215696
"HCP","Dr. Natalia Torres","CC-1667258177","Clínica Valle del Lili (Cali)","Cardiología","VIAJES","2026-03-11","Cali","Gastos de traslado aéreo a congreso médico","Factura CO-20260311-173",2701205
"HCP","Dr. Mauricio Rojas","CE-908584","Fundación Cardioinfantil (Bogotá)","Cardiología","DONACIONES","2026-03-23","Bogotá","Beca de estudio científico institucional","Factura CO-20260323-174",24070643
"INSTITUTION","Hospital Pablo Tobón Uribe (Medellín)","NIT-209945598-9","","","VIAJES","2026-05-12","Bogotá","Gastos de viáticos internacionales","Factura CO-20260512-175",2616714
"HCP","Dr. Natalia Gonzalez","CC-1027682103","Clínica Valle del Lili (Cali)","Dermatología","DONACIONES","2026-02-04","Cali","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260204-176",20591141
"HCP","Dr. Andres Romero","CC-1810370428","Clínica Portoazul (Barranquilla)","Radiología","HONORARIOS","2026-05-11","Barranquilla","Contrato de advisory board farmacéutico","Factura CO-20260511-177",3396362
"INSTITUTION","Hospital Pablo Tobón Uribe (Medellín)","NIT-303327908-7","","","HONORARIOS","2026-04-16","Bogotá","Contrato de advisory board farmacéutico","Factura CO-20260416-178",493778
"HCP","Dr. Isabella Gutierrez","CC-1423711934","Clínica Portoazul (Barranquilla)","Oncología","REUNIONES","2026-02-09","Barranquilla","Inscripción a simposio nacional de cardiología","Factura CO-20260209-179",804886
"HCP","Dr. Diana Moreno","CC-1365070078","Clínica Imbanaco (Cali)","Dermatología","HONORARIOS","2026-03-03","Cali","Servicios de consultoría médica especializada","Factura CO-20260303-180",3785576
"HCP","Dr. Luis Moreno","CC-1182417206","Fundación Santa Fe de Bogotá","Pediatría","REUNIONES","2026-05-15","Bogotá","Inscripción a simposio nacional de cardiología","Factura CO-20260515-181",563975
"INSTITUTION","Hospital Universitario San Ignacio (Bogotá)","NIT-989385505-7","","","VIAJES","2026-03-23","Bogotá","Gastos de traslado aéreo a congreso médico","Factura CO-20260323-182",543989
"HCP","Dr. Felipe Sanchez","CC-1252847487","Fundación Cardioinfantil (Bogotá)","Medicina Interna","HONORARIOS","2026-02-12","Bogotá","Asesoría científica en junta médica","Factura CO-20260212-183",1399794
"HCP","Dr. Nicolas Echeverri","CC-1727638194","Hospital Universitario San Ignacio (Bogotá)","Radiología","REUNIONES","2026-02-11","Bogotá","Inscripción a simposio nacional de cardiología","Factura CO-20260211-184",501570
"HCP","Dr. Mariana Gomez","CC-1881670634","Clínica Valle del Lili (Cali)","Radiología","HONORARIOS","2026-01-29","Cali","Contrato de advisory board farmacéutico","Factura CO-20260129-185",321147
"HCP","Dr. Luciana Moreno","CC-1251539654","Hospital Departamental de Villavicencio","Cardiología","VIAJES","2026-02-22","Villavicencio","Gastos de traslado aéreo a congreso médico","Factura CO-20260222-186",2851063
"HCP","Dr. Carlos Alvarez","CE-135103","Clínica Portoazul (Barranquilla)","Ginecología","DONACIONES","2026-05-17","Barranquilla","Beca de estudio científico institucional","Factura CO-20260517-187",3076303
"HCP","Dr. Gustavo Echeverri","CE-917758","Clínica Valle del Lili (Cali)","Neurología","DONACIONES","2026-03-23","Cali","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260323-188",4647730
"HCP","Dr. Camila Moreno","CC-1669403993","Fundación Santa Fe de Bogotá","Cirugía General","REUNIONES","2026-05-11","Bogotá","Inscripción a simposio nacional de cardiología","Factura CO-20260511-189",560706
"HCP","Dr. Jorge Montoya","CC-1334348253","Clínica Imbanaco (Cali)","Anestesiología","REUNIONES","2026-04-27","Cali","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260427-190",633415
"HCP","Dr. Daniel Ruiz","CC-1548243603","Clínica Valle del Lili (Cali)","Radiología","DONACIONES","2026-03-22","Cali","Donación de equipo ecográfico portátil","Factura CO-20260322-191",21621230
"INSTITUTION","Clínica Portoazul (Barranquilla)","NIT-397302782-9","","","DONACIONES","2026-02-15","Medellín","Donación de equipo ecográfico portátil","Factura CO-20260215-192",14751613
"INSTITUTION","Clínica Foscal (Bucaramanga)","NIT-174607980-2","","","REUNIONES","2026-05-19","Villavicencio","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260519-193",113119
"HCP","Dr. Felipe Bermudez","CC-1128371338","Hospital Departamental de Villavicencio","Anestesiología","DONACIONES","2026-04-08","Villavicencio","Donación de equipo ecográfico portátil","Factura CO-20260408-194",6725075
"HCP","Dr. Salome Moreno","CC-1763118572","Hospital General de Medellín","Radiología","VIAJES","2026-03-21","Medellín","Gastos de viáticos internacionales","Factura CO-20260321-195",1785962
"HCP","Dr. Sofia Ruiz","CC-1038407346","Hospital Pablo Tobón Uribe (Medellín)","Cirugía General","VIAJES","2026-04-09","Medellín","Gastos de viáticos internacionales","Factura CO-20260409-196",788240
"INSTITUTION","Hospital General de Medellín","NIT-660771231-1","","","REUNIONES","2026-02-06","Villavicencio","Participación en mesa redonda de oncología","Factura CO-20260206-197",746494
"INSTITUTION","Hospital Pablo Tobón Uribe (Medellín)","NIT-608338557-0","","","REUNIONES","2026-04-07","Barranquilla","Participación en mesa redonda de oncología","Factura CO-20260407-198",375865
"INSTITUTION","Hospital General de Medellín","NIT-795047632-7","","","VIAJES","2026-05-15","Bogotá","Gastos de viáticos internacionales","Factura CO-20260515-199",3826942
"HCP","Dr. Daniel Montoya","CC-1092528155","Hospital General de Medellín","Radiología","VIAJES","2026-05-24","Medellín","Gastos de traslado aéreo a congreso médico","Factura CO-20260524-200",1153841
"HCP","Dr. Carlos Hernandez","CC-1864243078","Hospital Pablo Tobón Uribe (Medellín)","Cirugía General","VIAJES","2026-01-30","Medellín","Alojamiento en hotel para convención científica","Factura CO-20260130-201",1907901
"HCP","Dr. Carlos Lopez","CC-1317342199","Fundación Santa Fe de Bogotá","Ginecología","VIAJES","2026-05-08","Bogotá","Alojamiento en hotel para convención científica","Factura CO-20260508-202",1700833
"INSTITUTION","Clínica Imbanaco (Cali)","NIT-168350837-7","","","REUNIONES","2026-02-04","Cali","Participación en mesa redonda de oncología","Factura CO-20260204-203",336924
"INSTITUTION","Clínica Imbanaco (Cali)","NIT-616401434-2","","","DONACIONES","2026-05-10","Medellín","Donación de equipo ecográfico portátil","Factura CO-20260510-204",1255751
"HCP","Dr. Luciana Sanchez","CC-1830891828","Hospital General de Medellín","Ginecología","REUNIONES","2026-05-03","Medellín","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260503-205",349015
"HCP","Dr. Daniel Torres","CC-1781432070","Clínica Valle del Lili (Cali)","Ginecología","VIAJES","2026-05-17","Cali","Gastos de viáticos internacionales","Factura CO-20260517-206",334413
"HCP","Dr. Sofia Diaz","CC-1880496189","Fundación Cardioinfantil (Bogotá)","Dermatología","HONORARIOS","2026-04-23","Bogotá","Docencia en conferencia regional de salud","Factura CO-20260423-207",981277
"HCP","Dr. Claudia Bermudez","CE-744438","Hospital Universitario San Ignacio (Bogotá)","Anestesiología","REUNIONES","2026-05-19","Bogotá","Participación en mesa redonda de oncología","Factura CO-20260519-208",365712
"HCP","Dr. Isabella Moreno","CC-1518369624","Clínica Imbanaco (Cali)","Radiología","HONORARIOS","2026-01-28","Cali","Docencia en conferencia regional de salud","Factura CO-20260128-209",808785
"HCP","Dr. Carlos Hernandez","CC-1104638621","Hospital Pablo Tobón Uribe (Medellín)","Dermatología","DONACIONES","2026-02-11","Medellín","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260211-210",16809732
"HCP","Dr. Sebastian Alvarez","CC-1534975581","Clínica Foscal (Bucaramanga)","Medicina Interna","REUNIONES","2026-04-25","Bucaramanga","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260425-211",260522
"HCP","Dr. Sebastian Uribe","CC-1552100389","Clínica Imbanaco (Cali)","Medicina Interna","HONORARIOS","2026-03-31","Cali","Docencia en conferencia regional de salud","Factura CO-20260331-212",3266617
"HCP","Dr. Alvaro Moreno","CC-1426250559","Hospital General de Medellín","Neurología","REUNIONES","2026-03-12","Medellín","Participación en mesa redonda de oncología","Factura CO-20260312-213",517618
"HCP","Dr. Felipe Gomez","CC-1894099074","Hospital Pablo Tobón Uribe (Medellín)","Anestesiología","DONACIONES","2026-02-26","Medellín","Aporte liberal para centro de investigación pública","Factura CO-20260226-214",1449510
"INSTITUTION","Hospital Pablo Tobón Uribe (Medellín)","NIT-802920179-7","","","HONORARIOS","2026-03-15","Bogotá","Docencia en conferencia regional de salud","Factura CO-20260315-215",1619198
"HCP","Dr. Patricia Alvarez","CC-1482619445","Clínica Foscal (Bucaramanga)","Ginecología","HONORARIOS","2026-02-24","Bucaramanga","Servicios de consultoría médica especializada","Factura CO-20260224-216",356862
"HCP","Dr. Camila Gonzalez","CC-1357540492","Fundación Santa Fe de Bogotá","Cirugía General","HONORARIOS","2026-02-12","Bogotá","Contrato de advisory board farmacéutico","Factura CO-20260212-217",1389458
