"Recipient Type","Recipient Name","Codice Fiscale","Struttura","Specializzazione","Tipologia","Data","Place","Oggetto","Dettagli","Amount"
"HCP","Dr. Antonio Conti","CNTNTN71M11F205H","Policlinico di Bari","Pediatria","DONAZIONI","2026-02-28","Torino","Erogazione per attrezzature di reparto","Fattura IT-20260228-138",945
"HCP","Dr. Leonardo Lombardi","LMBLNR58S01F205H","Ospedale Molinette (Torino)","Radiologia","PRESENTATION","2026-01-30","Padova","Presentazione di prodotto farmaceutico","Fattura IT-20260130-139",418
"HCP","Dr. Riccardo Caruso","CRSRCC78B19F205H","Ospedale Molinette (Torino)","Ginecologia","CONVENZIONI","2026-05-16","Padova","Supporto alla ricerca clinica","Fattura IT-20260516-140",1556
"HCP","Dr. Alessandro Colombo","CLMLSS78E22F205H","Policlinico di Bari","Dermatologia","PRESENTATION","2025-12-27","Torino","Presentazione di prodotto farmaceutico","Fattura IT-20251227-141",794
"HCP","Dr. Riccardo Rinaldi","RNLRCC87T01F205H","Ospedale San Martino (Genova)","Neurologia","CONFERENCE_SUPPORT","2026-04-30","Palermo","Copertura spese di ospitalità","Fattura IT-20260430-142",533
"HCP","Dr. Leonardo Barbier","BRBLNR65E04F205H","Ospedale Sant'Orsola (Bologna)","Neurologia","PRESENTATION","2026-01-24","Napoli","Presentazione di prodotto farmaceutico","Fattura IT-20260124-143",675
"HCP","Dr. Aurora Colombo","CLMRRR85H05F205H","Ospedale Cardarelli (Napoli)","Neurologia","CONVENZIONI","2026-01-02","Bari","Accordo di consulenza scientifica","Fattura IT-20260102-144",562
"HCP","Dr. Paola Moretti","MRTPLP65M16F205H","Ospedale Careggi (Firenze)","Dermatologia","CONVENZIONI","2026-05-23","Bologna","Contratto di advisory board","Fattura IT-20260523-145",1250
"HCP","Dr. Gabriele Rossi","RSSGBR80P25F205H","Policlinico Gemelli (Roma)","Chirurgia Generale","CONFERENCE_SUPPORT","2025-12-29","Roma","Quota di iscrizione congresso","Fattura IT-20251229-146",760
"HCP","Dr. Marco Conti","CNTMRC63B28F205H","Policlinico di Bari","Chirurgia Generale","CONVENZIONI","2026-04-28","Torino","Accordo di consulenza scientifica","Fattura IT-20260428-147",1358
"HCP","Dr. Paola Esposito","SPSPLP79L27F205H","Ospedale San Martino (Genova)","Ginecologia","CONVENZIONI","2026-01-11","Palermo","Incarico di docenza per seminario","Fattura IT-20260111-148",1337
"HCP","Dr. Francesco Marino","MRNFRN65S19F205H","Ospedale Cardarelli (Napoli)","Ginecologia","CONVENZIONI","2026-05-20","Bari","Contratto di advisory board","Fattura IT-20260520-149",326
"HCP","Dr. Lorenzo Bruno","BRNLRN68T09F205H","Ospedale Molinette (Torino)","Chirurgia Generale","CONVENZIONI","2026-04-10","Padova","Supporto alla ricerca clinica","Fattura IT-20260410-150",678
"HCP","Dr. Pietro Conti","CNTPTR59E08F205H","Policlinico Gemelli (Roma)","Ginecologia","CONSULTANCY","2026-04-24","Roma","Relazione scientifica convegno","Fattura IT-20260424-151",519
"INSTITUTION","Ospedale Sant'Orsola (Bologna)","PI614246730","","","CONSULTANCY","2026-05-04","Genova","Relazione scientifica convegno","Fattura IT-20260504-152",208
"HCP","Dr. Gabriele Colombo","CLMGBR67R25F205H","Ospedale Civile di Padova","Oncologia","DONAZIONI","2026-01-03","Genova","Supporto liberale borse di studio","Fattura IT-20260103-153",8517
"HCP","Dr. Davide Mariani","MRNDVD56A15F205H","Ospedale San Martino (Genova)","Dermatologia","CONFERENCE_SUPPORT","2026-01-25","Palermo","Copertura spese di ospitalità","Fattura IT-20260125-154",587
"HCP","Dr. Andrea Vinci","VNCNDR64M10F205H","Ospedale San Raffaele (Milano)","Cardiologia","DONAZIONI","2026-03-17","Firenze","Donazione materiale didattico","Fattura IT-20260317-155",905
"HCP","Dr. Valeria Rossi","RSSVLR63H14F205H","Ospedale Niguarda (Milano)","Chirurgia Generale","CONSULTANCY","2026-01-09","Milano","Consulenza tecnica di prodotto","Fattura IT-20260109-156",597
"HCP","Dr. Andrea Marino","MRNNDR87H15F205H","Ospedale Careggi (Firenze)","Oncologia","PRESENTATION","2026-05-14","Bologna","Presentazione di prodotto farmaceutico","Fattura IT-20260514-157",442
"HCP","Dr. Leonardo De Luca","DLCLNR60M05F205H","Ospedale Niguarda (Milano)","Cardiologia","CONSULTANCY","2026-04-03","Milano","Consulenza tecnica di prodotto","Fattura IT-20260403-158",152
"HCP","Dr. Silvia Greco","GRCSLV56D11F205H","Ospedale Molinette (Torino)","Anestesiologia","DONAZIONI","2026-01-09","Padova","Erogazione per attrezzature di reparto","Fattura IT-20260109-159",1744
"HCP","Dr. Aurora Gallo","GLLRRR53S22F205H","Ospedale Civile di Padova","Chirurgia Generale","PRESENTATION","2026-01-29","Genova","Briefing scientifico aziendale","Fattura IT-20260129-160",662
"HCP","Dr. Luca Mariani","MRNLCL57S24F205H","Ospedale Molinette (Torino)","Neurologia","DONAZIONI","2026-01-31","Padova","Supporto liberale borse di studio","Fattura IT-20260131-161",1834
"HCP","Dr. Greta Mariani","MRNGRT52H17F205H","Ospedale Careggi (Firenze)","Cardiologia","DONAZIONI","2026-03-01","Bologna","Erogazione per attrezzature di reparto","Fattura IT-20260301-162",853
"HCP","Dr. Gabriele Costa","CSTGBR85C11F205H","Policlinico di Bari","Pediatria","DONAZIONI","2026-03-14","Torino","Supporto liberale borse di studio","Fattura IT-20260314-163",1751
"HCP","Dr. Giovanni Bruno","BRNGVN59E19F205H","Ospedale Niguarda (Milano)","Dermatologia","CONSULTANCY","2026-05-02","Milano","Relazione scientifica convegno","Fattura IT-20260502-164",838
"HCP","Dr. Matteo Mariani","MRNMTT74R09F205H","Ospedale Niguarda (Milano)","Pediatria","DONAZIONI","2026-03-25","Milano","Supporto liberale borse di studio","Fattura IT-20260325-165",642
"HCP","Dr. Davide De Luca","DLCDVD75P24F205H","Ospedale Civile di Padova","Oncologia","CONVENZIONI","2026-01-11","Genova","Supporto alla ricerca clinica","Fattura IT-20260111-166",646
"HCP","Dr. Ludovica Conti","CNTLDV85A08F205H","Policlinico Gemelli (Roma)","Dermatologia","CONFERENCE_SUPPORT","2026-03-16","Roma","Quota di iscrizione congresso","Fattura IT-20260316-167",779
"HCP","Dr. Antonio Vinci","VNCNTN89H24F205H","Ospedale Niguarda (Milano)","Chirurgia Generale","CONVENZIONI","2026-01-14","Milano","Supporto alla ricerca clinica","Fattura IT-20260114-168",441
"HCP","Dr. Alice Pellegrini","PLLLCL85T08F205H","Policlinico di Bari","Pediatria","CONVENZIONI","2026-01-25","Torino","Supporto alla ricerca clinica","Fattura IT-20260125-169",1908
"HCP","Dr. Giulia Santoro","SNTGLG54B27F205H","Ospedale Molinette (Torino)","Anestesiologia","PRESENTATION","2026-01-13","Padova","Briefing scientifico aziendale","Fattura IT-20260113-170",626
"HCP","Dr. Leonardo Conti","CNTLNR80B11F205H","Ospedale Careggi (Firenze)","Ginecologia","CONSULTANCY","2026-04-10","Bologna","Relazione scientifica convegno","Fattura IT-20260410-171",501
"HCP","Dr. Marco Bruno","BRNMRC61C06F205H","Ospedale Molinette (Torino)","Radiologia","PRESENTATION","2026-05-21","Padova","Presentazione di prodotto farmaceutico","Fattura IT-20260521-172",832
"INSTITUTION","Policlinico Gemelli (Roma)","PI400935092","","","CONVENZIONI","2026-03-03","Bari","Incarico di docenza per seminario","Fattura IT-20260303-173",322
"HCP","Dr. Giovanni Gatti","GTTGVN70B28F205H","Ospedale San Raffaele (Milano)","Ginecologia","CONSULTANCY","2026-05-07","Firenze","Partecipazione tavola rotonda","Fattura IT-20260507-174",792
"HCP","Dr. Marco Gatti","GTTMRC68P08F205H","Ospedale Civile di Padova","Oncologia","DONAZIONI","2026-03-28","Genova","Supporto liberale borse di studio","Fattura IT-20260328-175",2370
"HCP","Dr. Beatrice Giordano","GRDBTR85R13F205H","Ospedale San Raffaele (Milano)","Neurologia","CONSULTANCY","2026-01-08","Firenze","Relazione scientifica convegno","Fattura IT-20260108-176",168
"HCP","Dr. Francesca Bianchi","BNCFRN65H20F205H","Ospedale San Raffaele (Milano)","Chirurgia Generale","CONVENZIONI","2026-03-19","Firenze","Contratto di advisory board","Fattura IT-20260319-177",652
"INSTITUTION","Ospedale Niguarda (Milano)","PI290742089","","","PRESENTATION","2026-04-27","Palermo","Briefing scientifico aziendale","Fattura IT-20260427-178",391
"HCP","Dr. Pietro Russo","RSSPTR58L12F205H","Ospedale Cardarelli (Napoli)","Radiologia","PRESENTATION","2026-03-22","Bari","Briefing scientifico aziendale","Fattura IT-20260322-179",423
"HCP","Dr. Alice Gatti","GTTLCL53D04F205H","Ospedale Sant'Orsola (Bologna)","Cardiologia","CONVENZIONI","2026-02-19","Napoli","Accordo di consulenza scientifica","Fattura IT-20260219-180",784
"HCP","Dr. Emma Marino","MRNMMM57L08F205H","Ospedale Cardarelli (Napoli)","Pediatria","PRESENTATION","2026-04-01","Bari","Briefing scientifico aziendale","Fattura IT-20260401-181",512
"HCP","Dr. Sofia Russo","RSSSFS73L14F205H","Ospedale Cardarelli (Napoli)","Neurologia","DONAZIONI","2026-02-25","Bari","Donazione materiale didattico","Fattura IT-20260225-182",1776
"HCP","Dr. Giulia Lombardi","LMBGLG83T13F205H","Ospedale Careggi (Firenze)","Dermatologia","CONSULTANCY","2026-03-29","Bologna","Relazione scientifica convegno","Fattura IT-20260329-183",527
"HCP","Dr. Giulia Bianchi","BNCGLG89P05F205H","Ospedale Molinette (Torino)","Dermatologia","DONAZIONI","2026-03-14","Padova","Donazione materiale didattico","Fattura IT-20260314-184",1755
"HCP","Dr. Chiara Caruso","CRSCHR53T25F205H","Policlinico Gemelli (Roma)","Oncologia","DONAZIONI","2026-04-11","Roma","Supporto liberale borse di studio","Fattura IT-20260411-185",2363
"HCP","Dr. Pietro Bruno","BRNPTR77H21F205H","Policlinico Gemelli (Roma)","Oncologia","PRESENTATION","2026-01-28","Roma","Presentazione di prodotto farmaceutico","Fattura IT-20260128-186",256
"HCP","Dr. Sofia Russo","RSSSFS79L28F205H","Policlinico Gemelli (Roma)","Dermatologia","CONFERENCE_SUPPORT","2026-05-22","Roma","Copertura spese di ospitalità","Fattura IT-20260522-187",477
"INSTITUTION","Ospedale Civile di Padova","PI116422497","","","DONAZIONI","2026-01-25","Palermo","Erogazione per attrezzature di reparto","Fattura IT-20260125-188",850
"INSTITUTION","Ospedale Cardarelli (Napoli)","PI100946128","","","CONFERENCE_SUPPORT","2026-01-22","Bologna","Copertura spese di ospitalità","Fattura IT-20260122-189",596
"HCP","Dr. Paola Rizzo","RZZPLP77H06F205H","Ospedale Careggi (Firenze)","Oncologia","PRESENTATION","2026-04-05","Bologna","Briefing scientifico aziendale","Fattura IT-20260405-190",73
"HCP","Dr. Matteo Costa","CSTMTT75H27F205H","Ospedale Civile di Padova","Dermatologia","CONFERENCE_SUPPORT","2026-02-17","Genova","Rimborso spese viaggio e alloggio","Fattura IT-20260217-191",405
"HCP","Dr. Lorenzo Barbier","BRBLRN64B19F205H","Ospedale San Raffaele (Milano)","Radiologia","DONAZIONI","2026-02-12","Firenze","Donazione materiale didattico","Fattura IT-20260212-192",2060
"HCP","Dr. Ludovica Barbier","BRBLDV79H17F205H","Ospedale San Raffaele (Milano)","Neurologia","CONFERENCE_SUPPORT","2026-01-31","Firenze","Quota di iscrizione congresso","Fattura IT-20260131-193",172
"HCP","Dr. Mattia Esposito","SPSMTT51D07F205H","Ospedale Molinette (Torino)","Dermatologia","CONFERENCE_SUPPORT","2026-05-19","Padova","Copertura spese di ospitalità","Fattura IT-20260519-194",515
"HCP","Dr. Luca Russo","RSSLCL81L14F205H","Ospedale Careggi (Firenze)","Oncologia","PRESENTATION","2026-04-11","Bologna","Briefing scientifico aziendale","Fattura IT-20260411-195",772
"INSTITUTION","Policlinico Gemelli (Roma)","PI657946216","","","PRESENTATION","2026-03-18","Genova","Briefing scientifico aziendale","Fattura IT-20260318-196",547
"HCP","Dr. Mattia Lombardi","LMBMTT58P08F205H","Ospedale Niguarda (Milano)","Anestesiologia","PRESENTATION","2026-02-20","Milano","Briefing scientifico aziendale","Fattura IT-20260220-197",150
"HCP","Dr. Davide Barbier","BRBDVD58C09F205H","Policlinico Gemelli (Roma)","Anestesiologia","CONFERENCE_SUPPORT","2026-03-26","Roma","Rimborso spese viaggio e alloggio","Fattura IT-20260326-198",70
"HCP","Dr. Luca Moretti","MRTLCL74M12F205H","Ospedale San Martino (Genova)","Ginecologia","CONFERENCE_SUPPORT","2026-02-10","Palermo","Rimborso spese viaggio e alloggio","Fattura IT-20260210-199",532
"HCP","Dr. Alessandro Pellegrini","PLLLSS81D03F205H","Ospedale San Raffaele (Milano)","Neurologia","DONAZIONI","2026-02-11","Firenze","Donazione materiale didattico","Fattura IT-20260211-200",1463
"HCP","Dr. Riccardo Caruso","CRSRCC60B08F205H","Ospedale San Raffaele (Milano)","Neurologia","PRESENTATION","2026-05-12","Firenze","Presentazione di prodotto farmaceutico","Fattura IT-20260512-201",240
"HCP","Dr. Marco Giordano","GRDMRC62M08F205H","Ospedale Cardarelli (Napoli)","Pediatria","CONSULTANCY","2025-12-28","Bari","Partecipazione tavola rotonda","Fattura IT-20251228-202",298
"HCP","Dr. Alessandro Moretti","MRTLSS81P25F205H","Ospedale Civile di Padova","Pediatria","CONFERENCE_SUPPORT","2026-03-30","Genova","Rimborso spese viaggio e alloggio","Fattura IT-20260330-203",644
"HCP","Dr. Andrea Marino","MRNNDR68T12F205H","Policlinico di Bari","Chirurgia Generale","CONVENZIONI","2026-02-22","Torino","Contratto di advisory board","Fattura IT-20260222-204",634
"HCP","Dr. Filippo Rossi","RSSFLP53E08F205H","Ospedale San Martino (Genova)","Medicina Interna","PRESENTATION","2026-05-07","Palermo","Briefing scientifico aziendale","Fattura IT-20260507-205",434
"HCP","Dr. Giorgia Giordano","GRDGRG62M23F205H","Ospedale San Martino (Genova)","Pediatria","CONFERENCE_SUPPORT","2026-02-15","Palermo","Copertura spese di ospitalità","Fattura IT-20260215-206",801
"HCP","Dr. Andrea Colombo","CLMNDR72M24F205H","Ospedale Molinette (Torino)","Ginecologia","PRESENTATION","2026-01-28","Padova","Presentazione di prodotto farmaceutico","Fattura IT-20260128-207",626
"HCP","Dr. Aurora Mancini","MNCRRR74C28F205H","Ospedale San Raffaele (Milano)","Neurologia","CONFERENCE_SUPPORT","2026-03-16","Firenze","Rimborso spese viaggio e alloggio","Fattura IT-20260316-208",214
"HCP","Dr. Ludovica Fontana","FNTLDV60A21F205H","Ospedale San Martino (Genova)","Ginecologia","DONAZIONI","2026-05-22","Palermo","Erogazione per attrezzature di reparto","Fattura IT-20260522-209",627
"INSTITUTION","Ospedale Molinette (Torino)","PI198893545","","","CONSULTANCY","2025-12-27","Milano","Partecipazione tavola rotonda","Fattura IT-20251227-210",190
"HCP","Dr. Greta Ferraro","FRRGRT64B12F205H","Ospedale Niguarda (Milano)","Neurologia","PRESENTATION","2026-03-11","Milano","Briefing scientifico aziendale","Fattura IT-20260311-211",375
"HCP","Dr. Gabriele Ricci","RCCGBR85S19F205H","Ospedale Civile di Padova","Chirurgia Generale","CONFERENCE_SUPPORT","2026-02-28","Genova","Copertura spese di ospitalità","Fattura IT-20260228-212",575
"INSTITUTION","Ospedale Civile di Padova","PI846736646","","","DONAZIONI","2026-02-28","Firenze","Erogazione per attrezzature di reparto","Fattura IT-20260228-213",1476
"HCP","Dr. Riccardo Conti","CNTRCC84R22F205H","Ospedale San Raffaele (Milano)","Anestesiologia","CONSULTANCY","2026-01-14","Firenze","Partecipazione tavola rotonda","Fattura IT-20260114-214",107
"INSTITUTION","Ospedale Cardarelli (Napoli)","PI583419046","","","CONFERENCE_SUPPORT","2026-03-23","Torino","Copertura spese di ospitalità","Fattura IT-20260323-215",817
"HCP","Dr. Pietro Conti","CNTPTR73T22F205H","Ospedale Molinette (Torino)","Ginecologia","DONAZIONI","2026-01-22","Padova","Donazione materiale didattico","Fattura IT-20260122-216",2489
"HCP","Dr. Alice Ferrari","FRRLCL71E06F205H","Policlinico di Bari","Cardiologia","CONSULTANCY","2026-03-05","Torino","Consulenza tecnica di prodotto","Fattura IT-20260305-217",534
"HCP","Dr. Antonio Esposito","SPSNTN64B04F205H","Ospedale Cardarelli (Napoli)","Chirurgia Generale","DONAZIONI","2026-05-14","Bari","Donazione apparecchio ecografico","Fattura IT-20260514-218",1947
"HCP","Dr. Sofia Lombardi","LMBSFS89R12F205H","Ospedale Molinette (Torino)","Radiologia","DONAZIONI","2026-01-02","Padova","Supporto liberale borse di studio","Fattura IT-20260102-219",1252
"HCP","Dr. Greta Conti","CNTGRT54L16F205H","Ospedale Sant'Orsola (Bologna)","Ginecologia","PRESENTATION","2026-02-16","Napoli","Briefing scientifico aziendale","Fattura IT-20260216-220",481
"HCP","Dr. Filippo Gallo","GLLFLP57E11F205H","Ospedale Careggi (Firenze)","Pediatria","CONFERENCE_SUPPORT","2026-03-27","Bologna","Copertura spese di ospitalità","Fattura IT-20260327-221",498
"HCP","Dr. Marco Greco","GRCMRC73M19F205H","Ospedale Sant'Orsola (Bologna)","Anestesiologia","CONVENZIONI","2026-02-24","Napoli","Incarico di docenza per seminario","Fattura IT-20260224-222",749
"INSTITUTION","Ospedale San Raffaele (Milano)","PI778850962","","","DONAZIONI","2026-02-27","Palermo","Erogazione per attrezzature di reparto","Fattura IT-20260227-223",1493
"INSTITUTION","Policlinico di Bari","PI118618132","","","CONFERENCE_SUPPORT","2026-03-12","Padova","Rimborso spese viaggio e alloggio","Fattura IT-20260312-224",743
"HCP","Dr. Davide Colombo","CLMDVD68C01F205H","Ospedale San Martino (Genova)","Chirurgia Generale","CONVENZIONI","2026-02-16","Palermo","Accordo di consulenza scientifica","Fattura IT-20260216-225",465
"INSTITUTION","Ospedale Careggi (Firenze)","PI118536786","","","CONSULTANCY","2026-05-11","Bari","Partecipazione tavola rotonda","Fattura IT-20260511-226",115
"HCP","Dr. Greta Gatti","GTTGRT57C13F205H","Policlinico di Bari","Ginecologia","PRESENTATION","2026-02-14","Torino","Presentazione di prodotto farmaceutico","Fattura IT-20260214-227",842
"HCP","Dr. Luca Rossi","RSSLCL50B24F205H","Ospedale Civile di Padova","Pediatria","PRESENTATION","2026-03-07","Genova","Presentazione di prodotto farmaceutico","Fattura IT-20260307-228",774
"HCP","Dr. Luca Ferrari","FRRLCL72S02F205H","Ospedale San Martino (Genova)","Cardiologia","CONVENZIONI","2026-02-21","Palermo","Accordo di consulenza scientifica","Fattura IT-20260221-229",1476
"HCP","Dr. Alessandro Rinaldi","RNLLSS56M12F205H","Ospedale Sant'Orsola (Bologna)","Pediatria","CONFERENCE_SUPPORT","2026-03-07","Napoli","Copertura spese di ospitalità","Fattura IT-20260307-230",549
"HCP","Dr. Silvia Russo","RSSSLV66A26F205H","Ospedale Niguarda (Milano)","Chirurgia Generale","CONFERENCE_SUPPORT","2026-03-20","Milano","Rimborso spese viaggio e alloggio","Fattura IT-20260320-231",554
"HCP","Dr. Andrea De Luca","DLCNDR61E16F205H","Ospedale Cardarelli (Napoli)","Anestesiologia","CONFERENCE_SUPPORT","2026-03-21","Bari","Rimborso spese viaggio e alloggio","Fattura IT-20260321-232",580
"HCP","Dr. Gabriele Conti","CNTGBR65D09F205H","Ospedale Civile di Padova","Pediatria","CONVENZIONI","2026-02-19","Genova","Accordo di consulenza scientifica","Fattura IT-20260219-233",420
"HCP","Dr. Ludovica Mariani","MRNLDV80C07F205H","Ospedale Molinette (Torino)","Radiologia","DONAZIONI","2026-02-04","Padova","Donazione materiale didattico","Fattura IT-20260204-234",1307
"INSTITUTION","Policlinico di Bari","PI579979284","","","CONSULTANCY","2026-04-24","Firenze","Consulenza tecnica di prodotto","Fattura IT-20260424-235",108
"HCP","Dr. Lorenzo De Luca","DLCLRN50D06F205H","Policlinico Gemelli (Roma)","Ginecologia","DONAZIONI","2026-03-13","Roma","Donazione materiale didattico","Fattura IT-20260313-236",940
"HCP","Dr. Marco Rizzo","RZZMRC77S02F205H","Ospedale Civile di Padova","Anestesiologia","CONSULTANCY","2026-04-28","Genova","Relazione scientifica convegno","Fattura IT-20260428-237",603
"INSTITUTION","Policlinico Gemelli (Roma)","PI673951263","","","CONSULTANCY","2026-04-07","Palermo","Partecipazione tavola rotonda","Fattura IT-20260407-238",132
"HCP","Dr. Silvia Ricci","RCCSLV82M25F205H","Ospedale Niguarda (Milano)","Dermatologia","DONAZIONI","2026-03-07","Milano","Donazione apparecchio ecografico","Fattura IT-20260307-239",2076
